filename,title,prefix,namespace_uri,description,version,license,creators,date_modified,date_issued,see_also,imports,classes,properties,primary_domain,secondary_domain,cluster,conforms_to
ifc4-add2.ttl,IFC4_ADD2_TC1,ifc,https://standards.buildingsmart.org/IFC/DEV/IFC4/ADD2_TC1/OWL#,"Translates the IFC schema into OWL to represent BIM data as RDF graphs. Created via EXPRESS_to_OWL conversion for semantic interoperability across systems. For further reference, see https://technical.buildingsmart.org/standards/ifc/ifc-schema-specifications/.",,CC BY 3.0,"Pieter Pauwels (pipauwel.pauwels@ugent.be), Walter Terkaj  (walter.terkaj@itia.cnr.it)",,2019,https://technical.buildingsmart.org/standards/ifc/ifc-formats/ifcowl/,"cc, dc, vann",,,BE Product (Building),BE Product (Infrastructure),,
into.ttl,Infrastructure Topology Ontology,into,https://app.korfin.de/ontology/into#,The Infrastructure Topology Ontology (INTO) allows the definition of topologies that represent the infrastructure network and supports the modeling of microtopologies and all macrotopologies at higher abstraction levels as well as additional linking components for connecting the topology with geometry.,0.1,https://creativecommons.org/licenses/by/1.0,"nfd4563b746914b4294a07d970f83fc40b1, nfd4563b746914b4294a07d970f83fc40b2",,2024-05-10,https://ec-3.org/publications/conference/paper/?id=EC32024_292,"voaf, vann, foaf, dcterms",,,BE Product (Infrastructure),,,
io.ttl,Information Objects Ontology,io,http://bimerr.iot.linkeddata.es/def/information-objects#,Information object for adding information to building elements. It provides structured semantics for attaching and managing descriptive information supporting traceability coordination and integration of renovation related data within BIM enabled workflows.,0.0.3,http://purl.org/NET/rdflicense/cc-by4.0,"Serge Chávez-Feria, María Poveda-Villalón, http://www.oeg-upm.net/",,2020,https://bimerr.iot.linkeddata.es/,dcterms,,,Information Management,,BIMERR,
ioc.ttl,IOC: Internet of Construction Ontology,ioc,http://w3id.org/ioc#,"The Internet of Construction Process Ontology (ioc) is a top-level ontology for describing processes and process-data in the domain of construction. It is a ongoing work as part of the research project Internet of Construction lead by Prof. Dr. Sigrid Brell-Cokcan. The research is funded by the Federal Ministry of Education and Research of Germany within the indirective on a joint funding initiative in the field of innovation for production, services and labor of tomorrow.",0.5.1,CC BY,"Kirner, L., Individualized Production RWTH Aachen, Wildemann, P., Leonhard Weiss GmbH & Co. KG, Oraskari, J.",,2024-01-26,https://internet-of-construction.github.io/IoC-Process-Ontology/,"dcterms, vann, schema, vcard, prov, bot, cto, ifc4-add2, omg",,,Production (Process),Resources,,
iot.ttl,IoT ontology,iot,https://cogito.iot.linkeddata.es/def/iot#,The COGITO IoT ontology aims at modelling IoT devices and their measurements in the construction domain.,0.5.0,http://purl.org/NET/rdflicense/cc-by4.0,"María Poveda Villalón, Raúl García Castro, Socorro  Bernardos Galindo",,2022,https://cogito.iot.linkeddata.es/def/iot#,"dc, dcterms, facility, resource, saref",,,IoT Sensors/Actuators,,COGITO,
isoprops.ttl,ISO 23386 Property Ontology (ISOProps),isoprops,https://rub-informatik-im-bauwesen.github.io/ir-ontologies/isoprops/isoprops.html,"Implements standardized property assignments based on ISO-23386. Defines classes like AssignedProperty, Dictionary, and DictionarySubset to describe property references, dictionary structures, and values within data dictionaries for construction objects.",v2.2,https://creativecommons.org/licenses/by/4.0/,"n2472ae838fa844a6acac13273800a039b3, n2472ae838fa844a6acac13273800a039b5, n2472ae838fa844a6acac13273800a039b7",,2025-01-15,,"dc, dcat, opm, qudt, schema, skos, unit, vann, dt, tempo",,,Facilities Management,,,
kpi.ttl,Key Performance Indicator ontology,kpi,http://bimerr.iot.linkeddata.es/def/key-performance-indicator#,"The Key Performance Indicator Ontology aims to model the metrics defined at the beginning of building renovation activities to monitor the conformance with typical requirements related to energy efficient buildings. The conceptualization proposed also focuses on the relation between KPIs, projects and scenarios.",0.1.6,http://purl.org/NET/rdflicense/cc-by4.0,"María Poveda Villalón, Serge Chávez Feria",,2020,https://bimerr.iot.linkeddata.es/,"dc, dcterms, vann, time, building, io, mat",,,Energy,,BIMERR,
lca-c-reno.ttl,LCA-C Ontology,lca-c-renovation,,"Facilitates life-cycle assessment and life-cycle costing for renovation projects. Defines physical features, environmental and cost indicators, renovation products, and LCA/LCC workflows to support holistic evaluation of renovation options",1.1,GPL 3.0,,,2020,https://depositonce.tu-berlin.de/handle/11303/11740.2,dcterms,,,Energy,LCA,,
loin.ttl,Level of Information Need (LOIN) Ontology,loin,https://w3id.org/loin#,"The Level of Information Need (LOIN) Ontology is defined for specifying information requirements for delivery of data in a buildings' life cycle. The LOIN ontology is based on the standard BS EN 17412-1 (2020). Furthermore, it is extended with vocabulary for connecing Information Delivery Specifications (IDS) and Information containers for linked document delivery (ICDD) as per ISO 21597-1 (2020).",3.0,https://creativecommons.org/licenses/by/4.0/,"ne68b405704894797a5556eb082c7ac2bb3, ne68b405704894797a5556eb082c7ac2bb5, ne68b405704894797a5556eb082c7ac2bb7",,2025-01-15,https://ec-3.org/publications/conference/paper/?id=EC32023_221,"Container, Linkset, dc, dt, icdd4loin, ids4loin, schema, vann, vs, skos, isoprops, tempo",,,Information Management,,,LOIN
mat.ttl,Material properties ontology,mat,http://bimerr.iot.linkeddata.es/def/material-properties#,"The purpose of this ontology is the description of building components and materials. The materials taxonomy is taken from the Building Components and Materials Database used in the BIMERR Project. Finally, the structure for the association of features of interest, properties and their values follows the SAREF Ontology",0.0.8,CC BY 4.0,"María Poveda-Villalón (Ontology Engineering Group, Universidad Politécnica de Madrid), Serge Chávez-Feria (Ontology Engineering Group, http://www.oeg-upm.net/",,2020,https://bimerr.iot.linkeddata.es/,"dc, vann, building, saref",,,Materials,,BIMERR,
mdo.ttl,ASB-ING Ontology,asb,https://w3id.org/asbingowl/core#,the ”ASBING” - the German standard data model to describe infrastructural artefacts in many use cases. It supports semantic description of infrastructure elements especially bridges enabling standardised documentation of inspections conditions and quality information across diverse infrastructure management and assessment use cases within public asset maintenance planning monitoring reporting and decision making contexts.,,https://creativecommons.org/licenses/by/4.0,nb54696d7e2d64406b6802d74451d2597b1,,2022,https://publications.rwth-aachen.de/record/824017/files/824017.pdf,"dcterms, vann, foaf",,,BE Product (Infrastructure),Quality,,
mep.ttl,Distribution Element Ontology,mep,https://pi.pauwel.be/voc/distributionelement/index-en.html,"The Distribution Element Ontology provides an ontology based on the IfcDistributionElement subtree in the IFC specification, containing a taxonomy of classes that allow to define common distribution elements (actuators, flowterminals, ...).",January 28th 2019,https://creativecommons.org/licenses/by/1.0/,n0f9eac5cb6024db59f220e3308bfefceb1,,2019-01-28,,"dc, dcterms, gr, vann, voaf, vs, foaf, schema",,,BE Product (Building),IoT Sensors/Actuators,,
mns.ttl,Modelling and Standards Ontology,mns,https://w3id.org/mns#,"This ontology is developed to make the BIM Standards Landscape Explorer machine-readable on one hand, and also to create a connction between standards and other datasets and ontologies. This is a project from EC3 Modelling and Standards Committee. This is work-in-progress.",1.1,https://creativecommons.org/licenses/by/4.0/,"Arghavan Akbarieh, Goran Sibenik",,2025,https:\\doi.org\10.35490/EC3.2025.439,"cc, dcterms, foaf, dica",,,,,,
nen2660.ttl,"NEN 2660-2:2022 - Rules for information modelling of the built environment - Normative classes and properties (RDFS, OWL, and SHACL)",nen2660,https://w3id.org/nen2660/def#,"The NEN 2660 ontologies provide a standardized framework for information modeling in the built environment, aligning with the NEN 2660-2:2022 standard. Defines the core classes and properties for modeling entities, activities, and their relationships within the built environment, utilizing RDFS, OWL, and SHACL.",,,,,2022,https://www.nen.nl/nen-2660-2-2022-nl-291667,"quantitykind, qudt, sh, skos, time",,,"Standards, Codes and Certifications",Information Management,NEN 2660-2:2022,NEN 2660-2:2022 nl
ocqa.ttl,Ontology for Construction Quality Assurence (OCQA),ocqa,https://w3id.org/ocqa#,"OCQA is designed to represent explicit knowledge about the domain of quality inspection planning. The ontology is intended to provide a standardized vocabulary for describing concepts, entities, and relationships relevant to inspection planning in construction execution.",1.0,https://creativecommons.org/licenses/by/1.0,Sebastian Seiß,,2024-03-18,https://github.com/SebSeis/ocqa,"opm, vann, dcterms, seas, schema, dice, dicp, dica, dicv",,,Quality,,,
ofo.ttl,Occupant Feedback Ontology,ofo,https://w3id.org/ofo#,The aim of the Occupant Feedback Ontology is to semantically describe passive and active occupant feedback and to enable integration of this feedback with linked building data. Specifies the location of the occupants as in the building spaces.,1.0,CC BY 4.0,https://orcid.org/0000-0002-8809-3277,,2022,https://content.iospress.com/articles/semantic-web/sw223254,"dcterms, vann, skos, foaf, schema",,,Comfort,,,
omg.ttl,OMG: Ontology for Managing Geometry,omg,http://w3id.org/omg#,OMG is an ontology for describing geometry descriptions of objects. It provides means to support the application of multiple geometry descriptions of the same object as well as the description of the geometry evolution over time. The OMG is based the concepts introduced in the Ontology for Property Management (OPM) ontology.,0.3,CC BY 4.0,"https://www.researchgate.net/profile/Anna_Wagner13, https://www.researchgate.net/profile/Mathias_Bonduel, https://www.researchgate.net/profile/Pieter_Pauwels",,2018-11-28,"https://github.com/tudaIIB/omg, https://ec-3.org/publications/conferences/EC32019/papers/EC32019_146.pdf","dcterms, foaf, opm, prov, schema, seas, vann",,,BE Product (Building),,,
onem2m.ttl,oneM2M Base Ontology,onem2m,,"oneM2M (The Global Community That Develops Standards For IoT )'s Base Ontology constitutes a basis framework for specifying the_x000D_
semantics of data that are handled in oneM2M. Sub-classes of some of its_x000D_
concepts are expected to be defined by other bodies in order to enable_x000D_
semantic interworking. In particular interworking with non-oneM2M_x000D_
systems (e.g. Area Networks and their devices) should be facilitated.",3.7.3,,,,2019,https://git.onem2m.org/MAS/BaseOntology/-/blob/master/base_ontology.owl,,,,IoT Sensors/Actuators,,,TS-0012
op.ttl,Occupancy Profile ontology,op,http://bimerr.iot.linkeddata.es/def/occupancy-profile#,The Occupancy Profile ontology has been developed to represent people’s behavior inside buildings with a focus on the energy impact their actions produce. This ontology has been developed using the Occupancy Behavior XML Schema.,0.1.2,http://purl.org/NET/rdflicense/cc-by4.0,"http://www.oeg-upm.net/, María Poveda Villalón, Raúl García Castro, Serge Chávez Feria",,2020,https://bimerr.iot.linkeddata.es/,"dc, dcterms, vann, skos, time, foaf, building",,,Comfort,,BIMERR,
opm.ttl,OPM: Ontology for Property Management,opm,http://www.w3id.org/opm#,The Ontology for Property Management (OPM) is an ontology for describing temporal properties that are subject to changes as the building design evolves.,May 25th 2018,https://creativecommons.org/licenses/by/1.0/,"n0df564ef0f9340f4bc23da451188d75ab1, n0df564ef0f9340f4bc23da451188d75ab2",,2018-05-25,http://www.w3id.org/opm#,"vann, voaf, vs, foaf, dce, seas, dcterms",,,Facilities Management,,,
ph.ttl,Project Haystack,ph,https://project-haystack.org/def/ph/4.0.0#,"We standardize semantic data models and web services with the goal of making it easier to unlock value from the vast quantity of data being generated by the smart devices that permeate our homes, buildings, factories, and cities.

Applications include automation, control, energy, HVAC, lighting, and other environmental systems.",4.0.0,Academic Free License 3.0,,,2025,https://www.project-haystack.org/,,,,IoT Sensors/Actuators,,,
process.ttl,Process Ontology,process,https://cogito.iot.linkeddata.es/def/process#,The COGITO Process ontology aims at modelling the construction process. It provides semantic structures to represent workflows activities and dependencies supporting planning coordination and analysis of construction processes within digital construction environments.,0.11.0,http://purl.org/NET/rdflicense/cc-by4.0,"María Poveda Villalón, Raúl García Castro, Socorro  Bernardos Galindo",,2022,https://cogito.iot.linkeddata.es/def/process#,"dc, dcterms, facility, resource",,,Production (Process),,COGITO,
quality.ttl,Quality Ontology,quality,https://cogito.iot.linkeddata.es/def/quality#,The COGITO Quality ontology aims at modelling the construction quality domain. It models quality requirements assessments and related information enabling structured representation and integration of construction quality data across project phases.,0.13.0,http://purl.org/NET/rdflicense/cc-by4.0,"María Poveda Villalón, Raúl García Castro, Socorro  Bernardos Galindo",,2022,https://cogito.iot.linkeddata.es/def/quality#,"dc, dcterms, dcat, facility",,,Quality,,COGITO,
rdo.ttl,Roof Damage Ontology,rdo,https://w3id.org/rdo#,"This ontology provides a semantic framework for representing roof condition inspection information, including roofs and roof pitches, inspections, orthophotos, and image-derived defect observations. It is designed to support structured documentation, querying, and interoperability within digital twin–based workflows for roof condition monitoring and maintenance, particularly in the context of existing and heritage buildings.",0.5,https://creativecommons.org/licenses/by/4.0/,"Frederic Bosche, University of Edinburgh, Jiajun Li, Cyberbuild",,2026-02-06,https://w3id.org/rdo#,"dc, dcterms, vann, schema, foaf, pi, beo, dot",,,Quality,Safety,,
reloc.ttl,Relative Location Ontology,reloc,https://w3id.org/reloc#,"The Relative Location Ontology (RELOC) enables the expression of the spatial relationship between two objects using directional-topological terms. The ontology is designed to be compatible with the natural language-based approach of describing relative locations, enabling the conversion of existing location descriptions into structured spatial graph representations. The ontology provides directional, axis-related properties (e.g., longitudinal axis: front, center, rear) and topological properties (e.g., meet, contained in, intersect). These properties are finally merged into combined properties (e.g., containedInFront) to reflect the spatial information of statements like 'A is in the front part of B'. The application context of the RELOC Ontology is the processing of existing damage documentation of bridges.",1.0.0,https://creativecommons.org/licenses/by/4.0/,Anne Göbels,,2024-02-01,https://ceur-ws.org/Vol-3824/paper7.pdf,"dcterms, vann, skos",,,Geometry,,,
reno-inst.ttl,Reno-Inst Ontology,reno-inst,,"The Reno-Inst ontology was developed to represent concepts related to the installation of renovation elements in order to support the planning and scheduling of construction activities in residential building renovation projects. The ontology covers the installation of windows, ETICS panels, and radiators, which are common renovation elements. Other elements could be easily included. The ontology includes information on physical features, general installation procedures, constraints that should be considered, and additional elements such as workforce, time, and tools requirements.",0.1.1,GPL 3.0,bim-speed/Jerson Pinzon,,2020-10-31T12:00:00,https://depositonce.tu-berlin.de/handle/11303/11740.2,dcterms,,,Energy,,,
renp.ttl,Renovation Processes and Work Orders Ontology,renp,http://bimerr.iot.linkeddata.es/def/renovation-process#,Process ontology developed in the context of building renovation. It models renovation related workflows tasks relationships and temporal aspects enabling semantic description analysis and coordination of renovation processes within BIM based project environments.,0.0.3,CC BY 4.0,"María Poveda-Villalón, Serge Chávez-Feria, http://www.oeg-upm.net/",,2020,https://bimerr.iot.linkeddata.es/,"dc, vann, building, saref",,,Production (Process),,BIMERR,
resource.ttl,Resource ontology,resource,https://cogito.iot.linkeddata.es/def/resource#,The COGITO Resource ontology aims at modelling resources in the construction domain. It represents labour equipment and material resources and supports semantic linking between resources processes and facilities within digital construction workflows.,0.7.0,http://purl.org/NET/rdflicense/cc-by4.0,"María Poveda Villalón, Raúl García Castro, Socorro  Bernardos Galindo",,2022,https://cogito.iot.linkeddata.es/def/resource#,"dc, dcterms, geosparql, iot, saref",,,Resources,,COGITO,
safety.ttl,Safety Ontology,safety,https://cogito.iot.linkeddata.es/def/safety#,The COGITO Safety ontology aims at modelling the safety of the construction domain. It models safety related resources facilities and conditions enabling semantic description and integration of safety information within digital construction and monitoring systems.,0.6.0,http://purl.org/NET/rdflicense/cc-by4.0,"María Poveda Villalón, Raúl García Castro, Socorro  Bernardos Galindo",,2022,https://cogito.iot.linkeddata.es/def/safety#,"dc, dcterms, sf, facility, resource",,,Safety,,COGITO,
sao.ttl,Stream Annotation Ontology,sao,http://iot.ee.surrey.ac.uk/citypulse/ontologies/sao/sao#,"Representing IoT data streams is an important requirement in semantic stream data applications, as well as in knowledge-based environments for Smart Cities. SAO aims to semantically represent the features of a data stream defining the specifications of an information model on top of Semantic Sensor Networks (SSN), PROV-O and TimeLine Ontologies, and involves connections with the Complex Event Processing Ontology and Quality Ontology.",,CC BY 3.0,,,2016,http://iot.ee.surrey.ac.uk/citypulse/ontologies/sao/sao,,,,IoT Sensors/Actuators,,,
saref.ttl,SAREF: the Smart Applications REFerence ontology,saref,https://saref.etsi.org/core/,"SAREF specifies the recurring core concepts in the Smart Applications domain, the main relationships between these concepts, and axioms to constrain the usage of these concepts and relationships.",v4.1.1,https://forge.etsi.org/etsi-software-license,"http://maxime-lefrancois.info/me#, http://www.garcia-castro.com/foaf.rdf#me, https://w3id.org/people/mpoveda/, https://www.linkedin.com/in/bouterca, https://www.linkedin.com/in/giulia-biagioni, https://www.linkedin.com/in/david-gnabasik-0056a0ba/, https://www.linkedin.com/in/lauradaniele, https://www.etsi.org/",,2024-03-06,https://saref.etsi.org/core/,"skos, time, dcterms, vann, saref4syst",,,IoT Sensors/Actuators,,Smart Applications Reference,
saref4agri.ttl,SAREF4AGRI: an extension of SAREF for the agriculture and food domain,s4agri,https://saref.etsi.org/saref4agri/,"Estension of SAREF for the agriculture and food domain. Extends SAREF for agriculture with classes for sensors, platforms, crop yield, livestock, and irrigation. Aligned with SSN, SOSA, GeoSPARQL, ICAR, Plant Ontology, and AEF. Defined in ETSI TS?103?410?6.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://w3id.org/people/mpoveda, http://www.garcia-castro.com/foaf.rdf#me, https://www.linkedin.com/in/lauradaniele, https://www.linkedin.com/in/mderoode, https://www.linkedin.com/in/bouterca, https://www.researchgate.net/profile/Jack_Verhoosel, http://maxime-lefrancois.info/me#, https://www.etsi.org/",,2024-04-14,https://saref.etsi.org/saref4agri/,"dcterms, s4bldg, time, foaf, vann, dbr, saref, sosa, ssn, geosparql",,,IoT Sensors/Actuators,,Smart Applications Reference,
saref4auto.ttl,SAREF4AUTO: an extension of SAREF for the automotive domain,s4auto,https://saref.etsi.org/saref4auto/,"Estension of SAREF for the automotive domain. For all the entities described in the technical specification ETSI TS 103 410-7, it is indicated whether they are defined in the SAREF4AUTO extension or elsewhere by the prefix included before their identifier, i.e. if the element is defined in SAREF4AUTO, the prefix is s4auto, while if the element is reused from another ontology, it is indicated by a prefix according to the Namespace Declarations section.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://maxime-lefrancois.info/me#, https://www.etsi.org/",,2025-04-10,https://saref.etsi.org/saref4auto/v2.1.1/,"skos, dcterms, vann, saref, saref4syst",,,IoT Sensors/Actuators,Mobility,Smart Applications Reference,
saref4bldg.ttl,SAREF4BLDG: an extension of SAREF for the building domain,s4bldg,https://w3id.org/def/saref4bldg,"Extension of SAREF for the building domain based on the ISO 16739 standard (IFC). SAREF4BLDG is meant to enable the (currently missing) interoperability among various actors (architects, engineers, consultants, contractors, and product component manufacturers, among others) and applications managing building information involved in the different phases of the building life cycle (Planning and Design, Construction, Commissioning, Operation, Retrofitting/Refurbishment/Reconfiguration, and Demolition/Recycling). By using SAREF4BLDG, smart appliances from manufacturers that support the IFC data model will easily communicate with each other. Towards this aim, SAREF4BLDG should be used to annotate (or generate) neutral device descriptions to be shared among various stakeholders.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://purl.org/net/mpoveda, http://www.garcia-castro.com/foaf.rdf#me, https://www.etsi.org/",,2025-04-24,https://w3id.org/def/saref4bldg,"dcterms, vann, geosparql, saref",,,IoT Sensors/Actuators,BE Product (Building),Smart Applications Reference,ISO 16739
saref4city.ttl,SAREF4CITY: an extension of SAREF for the Smart City domain,s4city,https://saref.etsi.org/saref4city/,"Estension of SAREF for the Smart Cities domain. Adds urban concepts to SAREF including event, public service, KPI, city object, spatial area, and measurement. Captures smart city use cases like eHealth, parking, street lighting, mobility, and air quality, per ETSI TS?103?410?4.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://w3id.org/people/mpoveda, http://www.garcia-castro.com/foaf.rdf#me, https://www.linkedin.com/in/paolaespinoza-arias/, https://www.etsi.org/",,2025-04-11,https://saref.etsi.org/s4city/,"dc, cpsv, time, vann, sf, skos, org, foaf, geosparql, saref",,,IoT Sensors/Actuators,Air (quality),Smart Applications Reference,
saref4ehaw.ttl,SAREF4EHAW: an extension of SAREF for eHealth Ageing Well domain,s4ehaw,https://saref.etsi.org/saref4ehaw/,"Estension of SAREF for eHealth Ageing Well domain. It has the following modules: HealthActor module that models eHealth system actors, i.e. caregivers, patients, users, helpers and responsibility parties; Ban module that models Body Area Networks or BANs; HealthDevice module that models health devices, e.g. sensors and actuators; FunctionalDevice module that models functional devices: Those devices are non-purely eHealth/ageing-well devices that can be used for modelling/detecting activities or behaviours of patients/users, like for example beacons that can detect indoor positioning of a patient in a house; Function module that models observation and actuation functions (via the Command class), as well as observations.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://www-public.imtbs-tsp.eu/~girodgen/, https://www.etsi.org/",,2025-04-25,https://saref.etsi.org/saref4ehaw/v2.1.1/,"foaf, vann, voaf, dcterms, skos, saref, saref4syst, saref4wear",,,IoT Sensors/Actuators,,Smart Applications Reference,
saref4ener.ttl,SAREF for Energy Flexibility,s4ener,https://saref.etsi.org/saref4ener/,"Extension of SAREF to enable the interconnection of (different) data models. Extends SAREF to model demand-response scenarios for smart homes. Defines classes for flexibility in energy loads, control events, device states, and slots, enabling semantic interconnection of appliances and energy management systems. Complies with ETSI TS?103?410?1 and CENELEC standards",v2.1.1,https://forge.etsi.org/etsi-software-license,"https://www.linkedin.com/in/bouterca/, https://www.linkedin.com/in/giulia-biagioni, https://www.linkedin.com/in/lauradaniele, https://www.etsi.org/",,2025-06-05,https://saref.etsi.org/s4ener/,"dcterms, foaf, time, vann, saref",,,IoT Sensors/Actuators,Energy,Smart Applications Reference,
saref4envi.ttl,SAREF4ENVI: an extension of SAREF for the Environment domain,s4envi,https://saref.etsi.org/saref4envi/,"Extension of SAREF for the environment domain (light polution). Enhances SAREF with environmental and light pollution concepts. Introduces classes for photometers, light properties, measurement interfaces, and communication protocols. Built per ETSI TS?103?410?2 with expert input from the STARS4ALL project.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://maxime-lefrancois.info/me#, https://orcid.org/0000-0002-6540-8547, https://www.etsi.org/",,2025-04-11,https://saref.etsi.org/s4envi/,"org, skos, time, vann, vcard, dcterms, foaf, geosparql, saref4syst, saref",,,IoT Sensors/Actuators,Lighting,Smart Applications Reference,
saref4grid.ttl,SAREF4GRID: an extension of SAREF for the Smart Grid domain,s4grid,https://saref.etsi.org/saref4grid/,"Estension of SAREF for the Smart Grid. Models smart grid entities such as meters, network interfaces, activity calendars, firmware, schedules, breaker states, and actions. Designed for grid management, demand control, and remote meter interaction under ETSI TS?103?410?12",v2.1.1,https://forge.etsi.org/etsi-software-license,"https://www.linkedin.com/in/sergio-mario-carulli-p%C3%A9rez-7632b5217/, http://www.garcia-castro.com/foaf.rdf#me, http://w3id.org/people/mpoveda, https://www.etsi.org/",,2024-06-05,https://saref.etsi.org/s4grid/,"dcterms, vann, schema, oneM2M, saref",,,IoT Sensors/Actuators,Energy,Smart Applications Reference,
saref4inma.ttl,SAREF4INMA: an extension of SAREF for the industry and manufacturing domain,s4inma,https://saref.etsi.org/saref4inma/,"Estension of SAREF for the industry and manufacturing domain. Models industry and manufacturing domain aspects within SAREF. Defines categories for production equipment, materials, deployments, and processes. Supports traceability of factory items and aligns with RAMI?4.0 standards, as specified in ETSI TS?103?410?5.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://www.garcia-castro.com/foaf.rdf#me, https://www.linkedin.com/in/albafernandezizquierdo, https://www.linkedin.com/in/lauradaniele, https://www.linkedin.com/in/mderoode, https://www.etsi.org/",,2025-04-12,https://saref.etsi.org/saref4inma/v2.1.1/,"vann, s4bldg, dct, skos, geosparql, saref",,,IoT Sensors/Actuators,Manufacturing,Smart Applications Reference,
saref4lift.ttl,SAREF4WEAR: an extension of SAREF for the Smart Lifts domain,s4lift,https://saref.etsi.org/saref4lift/,"Estension of SAREF for the Smart Lift. Introduces concepts for elevators including systems, connections, alarms, sensors, and maintenance states. Represents lift domain scenarios based on industrial use cases, formalized in ETSI TS?103?410?11.",v2.1.1,https://forge.etsi.org/etsi-software-license,"https://www.linkedin.com/in/mahdi-bennara/, https://pdi.fbk.eu/people/profile/dragoni, https://www.linkedin.com/in/albafernandezizquierdo, http://www.garcia-castro.com/foaf.rdf#me, http://www.maxime-lefrancois.info/, https://www.etsi.org/",,2025-06-05,https://saref.etsi.org/s4lift/,"s4bldg, vann, dcterms, skos, saref4syst, saref, geosparql",,,IoT Sensors/Actuators,BE Product (Building),Smart Applications Reference,
saref4syst.ttl,SAREF4SYST: an extension of SAREF for typology of systems and their inter-connections,s4syst,https://saref.etsi.org/saref4syst/,Extension of SAREF for typology of systems and their inter-connections,v1.1.2,https://forge.etsi.org/etsi-software-license,"http://maxime-lefrancois.info/me#, https://www.etsi.org/",,2020-06-14,https://saref.etsi.org/s4syst/,"dcterms, vann",,,IoT Sensors/Actuators,,Smart Applications Reference,
saref4watr.ttl,SAREF4WATR: an extension of SAREF for the water domain,s4watr,https://saref.etsi.org/saref4watr/,"Estension of SAREF for the Water domain. Extends SAREF with water-system semantics, defining tariffs, water use, infrastructure assets, devices, meters, and environmental features like aquifers and channels. Based on ETSI TS?103?410?10.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://www.garcia-castro.com/foaf.rdf#me, https://www.etsi.org/",,2025-04-24,https://saref.etsi.org/saref4watr/,"dcterms, vann, time, sf, schema, saref, saref4city, saref4syst, geosparql",,,IoT Sensors/Actuators,Water,Smart Applications Reference,
saref4wear.ttl,SAREF4WEAR: an extension of SAREF for the Wearables domain,s4wear,https://saref.etsi.org/saref4wear/,"Estension of SAREF for the wearables domain. Defines wearable device and sensor concepts, including user health monitoring and event detection. Built modularly for healthcare, open-air events, and indoor tracking, as per ETSI TS?103?410?9.",v2.1.1,https://forge.etsi.org/etsi-software-license,"http://www.garcia-castro.com/foaf.rdf#me, https://www.linkedin.com/in/maurodragoni/MauroDragoni, https://www.etsi.org/",,2025-05-22,https://saref.etsi.org/saref4wear/v2.1.1/,"vann, voaf, schema, dcterms, geosparql, saref, saref4city, saref4syst",,,IoT Sensors/Actuators,,Smart Applications Reference,
sbeo.ttl,SBEO: Smart Building Evacuation Ontology,sbeo,https://w3id.org/sbeo#,"The core SBEO covers the concepts related to the geometry of building, devices and components of the building, route graphs correspondent to the building topology, users’ characteristics and preferences, situational awareness of both building (hazard detection, status of spaces (or routes) in terms of availability and occupancy) and users (tracking, management of groups, status in terms of fitness), and emergency evacuation.",0.5,https://www.gnu.org/licenses/gpl.html,https://orcid.org/0000-0002-7944-2594,,2022-07-26T10:16:00,https://w3id.org/sbeo,"dc, olo, foaf, seas, skos, vann, schema, dcterms, sosa",,,Safety,Fire Safety,,
sd.ttl,Sensor Data ontology,sd,http://bimerr.iot.linkeddata.es/def/sensor-data#,The Sensor Data ontology has been developed to represent measurements generated by sensors located inside building spaces. It also includes specific concepts and properties to model sensors and actuators records that follow the SenML standard. This model allows the representation of resolved and unresolved records if required.,0.0.3,http://purl.org/NET/rdflicense/cc-by4.0,"María Poveda-Villalón, Serge Chávez-Feria., http://www.oeg-upm.net/",,2020,https://bimerr.iot.linkeddata.es/,"dc, dcterms, vann, building",,,IoT Sensors/Actuators,,BIMERR,
seas.ttl,SEAS Ontology,seas,https://w3id.org/seas/seas-1.1,"A modular OWL ontology modeling energy systems and devices in buildings. It reuses standards and supports extensibility for gas, water, and more. Designed following best practices, it underpins applications using RDF vocabularies and linked infrastructure",v1.0,Apache-2.0,http://maxime-lefrancois.info/me#,,2016-05-25,https://github.com/thesmartenergy/seas,"cc, dc, pep, foaf, rdfp, vann, voaf",,,Energy,BE Product (Building),,
